4NEC2 Output file:,/home/joea/.wine/drive_c/4nec2/out/owa_yagi_6el_circ.out
Zo:,50

THETA,PHI,VERT.,HOR.,TOTAL,AXIAL,TILT,SENSE,MAGNITUDE,PHASE,MAGNITUDE,PHASE
DEGREES,DEGREES,DB,DB,DB,RATIO,DEG.,VOLTS/M,DEGREES,VOLTS/M,DEGREES
-105.00,25.00,-19.59,-16.59,-14.83,0.70602,86.12,RIGHT,8.13131E-02,83.32,1.14776E-01,-3.94
-100.00,25.00,-19.49,-16.77,-14.91,0.72790,85.62,RIGHT,8.21693E-02,107.95,1.12439E-01,20.77
-95.00,25.00,-19.37,-16.84,-14.92,0.74137,83.45,RIGHT,8.33503E-02,131.34,1.11505E-01,45.27
-90.00,25.00,-19.29,-16.86,-14.90,0.73993,79.37,RIGHT,8.41397E-02,152.73,1.11281E-01,69.06
-85.00,25.00,-19.26,-16.84,-14.87,0.71852,74.06,RIGHT,8.44580E-02,171.76,1.11505E-01,91.85
-80.00,25.00,-19.20,-16.77,-14.81,0.67744,68.62,RIGHT,8.50324E-02,-171.60,1.12438E-01,113.56
-75.00,25.00,-18.98,-16.59,-14.61,0.62316,63.78,RIGHT,8.71498E-02,-156.89,1.14775E-01,134.37
-70.00,25.00,-18.51,-16.25,-14.23,0.56473,59.77,RIGHT,9.20211E-02,-143.00,1.19374E-01,154.69
-65.00,25.00,-17.78,-15.72,-13.62,0.50908,56.65,RIGHT,1.00108E-01,-128.57,1.26896E-01,175.18
-60.00,25.00,-16.89,-15.02,-12.84,0.45866,54.45,RIGHT,1.10968E-01,-112.68,1.37523E-01,-163.52
-55.00,25.00,-15.94,-14.21,-11.98,0.41245,53.05,RIGHT,1.23676E-01,-95.03,1.50945E-01,-141.00
-50.00,25.00,-15.03,-13.36,-11.10,0.36849,52.26,RIGHT,1.37325E-01,-75.81,1.66583E-01,-117.19
-45.00,25.00,-14.19,-12.50,-10.25,0.32525,51.89,RIGHT,1.51267E-01,-55.41,1.83864E-01,-92.25
-40.00,25.00,-13.44,-11.67,-9.45,0.28190,51.82,RIGHT,1.65067E-01,-34.31,2.02389E-01,-66.53
-35.00,25.00,-12.77,-10.86,-8.70,0.23811,51.99,RIGHT,1.78265E-01,-13.00,2.21922E-01,-40.48
-30.00,25.00,-12.21,-10.11,-8.02,0.19402,52.43,RIGHT,1.90080E-01,8.05,2.42207E-01,-14.60
-25.00,25.00,-11.80,-9.40,-7.43,0.15029,53.20,RIGHT,1.99189E-01,28.41,2.62680E-01,10.64
-20.00,25.00,-11.61,-8.78,-6.96,0.10815,54.40,RIGHT,2.03747E-01,47.81,2.82206E-01,34.79
-15.00,25.00,-11.70,-8.28,-6.65,0.06941,56.11,RIGHT,2.01693E-01,66.14,2.98980E-01,57.57
-10.00,25.00,-12.15,-7.94,-6.55,0.03638,58.41,RIGHT,1.91310E-01,83.49,3.10665E-01,78.82
-5.00,25.00,-13.08,-7.83,-6.70,0.01202,61.37,RIGHT,1.71883E-01,100.25,3.14797E-01,98.61
0.00,25.00,-14.60,-7.98,-7.12,0.00000,65.00,LINEAR,1.44287E-01,117.26,3.09424E-01,117.26
-180.00,30.00,-13.14,-8.37,-7.12,0.00000,-60.00,LINEAR,1.70704E-01,122.89,2.95668E-01,-57.11
-175.00,30.00,-14.42,-8.23,-7.29,0.01279,-63.89,RIGHT,1.47417E-01,105.19,3.00731E-01,-72.96
-170.00,30.00,-16.09,-8.32,-7.65,0.04360,-67.87,RIGHT,1.21626E-01,86.92,2.97352E-01,-85.95
-165.00,30.00,-17.90,-8.63,-8.14,0.09204,-71.67,RIGHT,9.86924E-02,66.31,2.87150E-01,-96.42
-160.00,30.00,-19.32,-9.09,-8.70,0.15514,-75.09,RIGHT,8.38097E-02,42.92,2.72222E-01,-104.49
-155.00,30.00,-19.82,-9.67,-9.27,0.22792,-78.02,RIGHT,7.91805E-02,20.02,2.54610E-01,-110.16
-150.00,30.00,-19.52,-10.33,-9.84,0.30488,-80.49,RIGHT,8.19706E-02,2.55,2.35959E-01,-113.31
-145.00,30.00,-18.96,-11.04,-10.39,0.38136,-82.63,RIGHT,8.74274E-02,-7.84,2.17376E-01,-113.75
-140.00,30.00,-18.47,-11.79,-10.95,0.45422,-84.63,RIGHT,9.24364E-02,-12.00,1.99469E-01,-111.24
-135.00,30.00,-18.17,-12.56,-11.51,0.52158,-86.69,RIGHT,9.57427E-02,-10.99,1.82526E-01,-105.59
-130.00,30.00,-18.05,-13.35,-12.08,0.58206,-88.92,RIGHT,9.70912E-02,-5.42,1.66728E-01,-96.65
-125.00,30.00,-18.08,-14.13,-12.66,0.63446,88.64,RIGHT,9.66908E-02,4.34,1.52309E-01,-84.38
-120.00,30.00,-18.23,-14.89,-13.24,0.67799,86.07,RIGHT,9.50315E-02,17.98,1.39603E-01,-68.90
-115.00,30.00,-18.44,-15.58,-13.77,0.71288,83.51,RIGHT,9.28038E-02,35.07,1.28975E-01,-50.49
-110.00,30.00,-18.63,-16.16,-14.21,0.74019,80.96,RIGHT,9.07438E-02,54.92,1.20686E-01,-29.66
-105.00,30.00,-18.76,-16.59,-14.53,0.76038,78.16,RIGHT,8.93926E-02,76.54,1.14765E-01,-7.10
-100.00,30.00,-18.81,-16.88,-14.73,0.77158,74.63,RIGHT,8.89229E-02,98.79,1.10978E-01,16.42
-95.00,30.00,-18.78,-17.05,-14.82,0.76947,70.18,RIGHT,8.92014E-02,120.62,1.08940E-01,40.22
-90.00,30.00,-18.70,-17.10,-14.81,0.74998,65.31,RIGHT,9.00746E-02,141.29,1.08307E-01,63.78
-85.00,30.00,-18.54,-17.05,-14.72,0.71287,60.80,RIGHT,9.16693E-02,160.42,1.08940E-01,86.80
-80.00,30.00,-18.28,-16.88,-14.52,0.66244,57.07,RIGHT,9.44897E-02,178.08,1.10977E-01,109.22
-75.00,30.00,-17.86,-16.59,-14.17,0.60524,54.07,RIGHT,9.92294E-02,-165.25,1.14763E-01,131.20
-70.00,30.00,-17.25,-16.16,-13.66,0.54731,51.72,RIGHT,1.06407E-01,-148.80,1.20685E-01,153.10
-65.00,30.00,-16.49,-15.58,-13.00,0.49241,49.95,RIGHT,1.16090E-01,-131.81,1.28974E-01,175.34
-60.00,30.00,-15.65,-14.89,-12.24,0.44157,48.72,RIGHT,1.27909E-01,-113.83,1.39601E-01,-161.72
-55.00,30.00,-14.79,-14.13,-11.44,0.39414,47.94,RIGHT,1.41281E-01,-94.71,1.52307E-01,-137.89
-50.00,30.00,-13.95,-13.35,-10.63,0.34898,47.52,RIGHT,1.55645E-01,-74.58,1.66725E-01,-113.17
-45.00,30.00,-13.15,-12.56,-9.84,0.30514,47.34,RIGHT,1.70546E-01,-53.71,1.82522E-01,-87.74
-40.00,30.00,-12.42,-11.79,-9.08,0.26202,47.37,RIGHT,1.85574E-01,-32.45,1.99465E-01,-61.90
-35.00,30.00,-11.76,-11.04,-8.38,0.21939,47.60,RIGHT,2.00162E-01,-11.18,2.17372E-01,-36.02
-30.00,30.00,-11.21,-10.33,-7.74,0.17740,48.07,RIGHT,2.13364E-01,9.69,2.35955E-01,-10.53
-25.00,30.00,-10.80,-9.67,-7.19,0.13660,48.84,RIGHT,2.23708E-01,29.83,2.54606E-01,14.14
-20.00,30.00,-10.58,-9.09,-6.76,0.09796,49.99,RIGHT,2.29258E-01,49.01,2.72220E-01,37.65
-15.00,30.00,-10.63,-8.63,-6.50,0.06285,51.61,RIGHT,2.27924E-01,67.13,2.87149E-01,59.74
-10.00,30.00,-11.02,-8.32,-6.46,0.03308,53.78,RIGHT,2.17975E-01,84.27,2.97351E-01,80.30
-5.00,30.00,-11.83,-8.23,-6.65,0.01105,56.56,RIGHT,1.98651E-01,100.75,3.00732E-01,99.38
0.00,30.00,-13.14,-8.37,-7.12,0.00000,60.00,LINEAR,1.70706E-01,117.26,2.95671E-01,117.26
-180.00,35.00,-11.95,-8.86,-7.12,0.00000,-55.00,LINEAR,1.95824E-01,122.89,2.79665E-01,-57.11
-175.00,35.00,-13.04,-8.71,-7.35,0.01184,-58.73,RIGHT,1.72733E-01,106.41,2.84354E-01,-72.07
-170.00,35.00,-14.49,-8.79,-7.76,0.04076,-62.64,RIGHT,1.46206E-01,90.06,2.81738E-01,-84.23
-165.00,35.00,-16.14,-9.06,-8.28,0.08753,-66.52,RIGHT,1.20931E-01,72.55,2.73107E-01,-93.88
-160.00,35.00,-17.65,-9.48,-8.87,0.15053,-70.15,RIGHT,1.01634E-01,53.11,2.60178E-01,-101.15
-155.00,35.00,-18.57,-10.02,-9.45,0.22577,-73.37,RIGHT,9.14006E-02,32.99,2.44676E-01,-106.06
-150.00,35.00,-18.74,-10.63,-10.00,0.30808,-76.17,RIGHT,8.96700E-02,15.75,2.28055E-01,-108.54
-145.00,35.00,-18.43,-11.29,-10.52,0.39251,-78.66,RIGHT,9.28816E-02,4.13,2.11360E-01,-108.44
-140.00,35.00,-18.01,-11.98,-11.01,0.47524,-81.01,RIGHT,9.75065E-02,-1.51,1.95226E-01,-105.62
-135.00,35.00,-17.66,-12.68,-11.48,0.55366,-83.50,RIGHT,1.01540E-01,-1.90,1.79986E-01,-99.93
-130.00,35.00,-17.43,-13.40,-11.95,0.62577,-86.39,RIGHT,1.04207E-01,2.22,1.65817E-01,-91.27
-125.00,35.00,-17.33,-14.10,-12.41,0.68945,89.98,RIGHT,1.05396E-01,10.33,1.52869E-01,-79.65
-120.00,35.00,-17.34,-14.78,-12.87,0.74219,85.32,RIGHT,1.05335E-01,22.00,1.41330E-01,-65.18
-115.00,35.00,-17.41,-15.42,-13.29,0.78119,79.41,RIGHT,1.04452E-01,36.76,1.31414E-01,-48.09
-110.00,35.00,-17.51,-15.97,-13.66,0.80400,72.42,RIGHT,1.03267E-01,54.03,1.23311E-01,-28.75
-105.00,35.00,-17.59,-16.42,-13.95,0.80933,65.12,RIGHT,1.02277E-01,73.12,1.17119E-01,-7.64
-100.00,35.00,-17.63,-16.74,-14.15,0.79765,58.64,RIGHT,1.01859E-01,93.23,1.12822E-01,14.69
-95.00,35.00,-17.60,-16.94,-14.24,0.77098,53.66,RIGHT,1.02257E-01,113.61,1.10321E-01,37.71
-90.00,35.00,-17.48,-17.00,-14.22,0.73209,50.22,RIGHT,1.03666E-01,133.68,1.09503E-01,61.00
-85.00,35.00,-17.25,-16.94,-14.08,0.68408,47.91,RIGHT,1.06341E-01,153.13,1.10320E-01,84.28
-80.00,35.00,-16.91,-16.74,-13.82,0.63037,46.31,RIGHT,1.10627E-01,171.95,1.12822E-01,107.48
-75.00,35.00,-16.44,-16.42,-13.42,0.57445,45.12,RIGHT,1.16862E-01,-169.59,1.17118E-01,130.66
-70.00,35.00,-15.83,-15.97,-12.89,0.51921,44.23,RIGHT,1.25240E-01,-151.10,1.23309E-01,154.01
-65.00,35.00,-15.14,-15.42,-12.26,0.46640,43.56,RIGHT,1.35714E-01,-132.22,1.31413E-01,177.74
-60.00,35.00,-14.38,-14.78,-11.57,0.41658,43.11,RIGHT,1.48032E-01,-112.71,1.41328E-01,-158.00
-55.00,35.00,-13.61,-14.10,-10.84,0.36948,42.85,RIGHT,1.61836E-01,-92.52,1.52866E-01,-133.16
-50.00,35.00,-12.84,-13.40,-10.10,0.32456,42.74,RIGHT,1.76755E-01,-71.74,1.65813E-01,-107.79
-45.00,35.00,-12.10,-12.68,-9.37,0.28132,42.76,RIGHT,1.92415E-01,-50.57,1.79982E-01,-82.07
-40.00,35.00,-11.41,-11.98,-8.68,0.23943,42.91,RIGHT,2.08360E-01,-29.28,1.95222E-01,-56.27
-35.00,35.00,-10.79,-11.29,-8.02,0.19878,43.21,RIGHT,2.23889E-01,-8.19,2.11356E-01,-30.72
-30.00,35.00,-10.26,-10.63,-7.43,0.15953,43.73,RIGHT,2.37901E-01,12.38,2.28051E-01,-5.76
-25.00,35.00,-9.87,-10.02,-6.93,0.12214,44.50,RIGHT,2.48819E-01,32.17,2.44672E-01,18.24
-20.00,35.00,-9.67,-9.48,-6.56,0.08729,45.62,RIGHT,2.54688E-01,50.97,2.60175E-01,40.99
-15.00,35.00,-9.71,-9.06,-6.36,0.05599,47.15,RIGHT,2.53469E-01,68.71,2.73106E-01,62.28
-10.00,35.00,-10.06,-8.79,-6.37,0.02959,49.17,RIGHT,2.43511E-01,85.45,2.81738E-01,82.02
-5.00,35.00,-10.78,-8.71,-6.61,0.01000,51.76,RIGHT,2.24076E-01,101.45,2.84356E-01,100.27
0.00,35.00,-11.95,-8.86,-7.12,0.00000,55.00,LINEAR,1.95825E-01,117.26,2.79668E-01,117.26
-180.00,40.00,-10.96,-9.44,-7.12,0.00000,-50.00,LINEAR,2.19453E-01,122.89,2.61534E-01,-57.11
-175.00,40.00,-11.92,-9.30,-7.40,0.01076,-53.53,RIGHT,1.96492E-01,107.66,2.65790E-01,-71.05
-170.00,40.00,-13.21,-9.36,-7.86,0.03737,-57.34,RIGHT,1.69406E-01,93.02,2.63903E-01,-82.27
-165.00,40.00,-14.73,-9.60,-8.43,0.08173,-61.26,RIGHT,1.42277E-01,77.95,2.56855E-01,-91.00
-160.00,40.00,-16.25,-9.97,-9.05,0.14376,-65.07,RIGHT,1.19415E-01,61.62,2.45994E-01,-97.37
-155.00,40.00,-17.42,-10.45,-9.66,0.22094,-68.60,RIGHT,1.04308E-01,44.23,2.32725E-01,-101.41
-150.00,40.00,-17.96,-11.01,-10.21,0.30885,-71.77,RIGHT,9.80455E-02,27.94,2.18283E-01,-103.09
-145.00,40.00,-17.91,-11.61,-10.70,0.40248,-74.64,RIGHT,9.86098E-02,15.68,2.03617E-01,-102.32
-140.00,40.00,-17.56,-12.24,-11.12,0.49735,-77.40,RIGHT,1.02616E-01,8.84,1.89361E-01,-99.02
-135.00,40.00,-17.17,-12.88,-11.51,0.58988,-80.38,RIGHT,1.07417E-01,7.25,1.75886E-01,-93.08
-130.00,40.00,-16.83,-13.52,-11.86,0.67695,-84.09,RIGHT,1.11623E-01,10.22,1.63396E-01,-84.47
-125.00,40.00,-16.60,-14.15,-12.19,0.75461,-89.47,RIGHT,1.14720E-01,17.11,1.52018E-01,-73.20
-120.00,40.00,-16.45,-14.75,-12.51,0.81573,81.95,RIGHT,1.16680E-01,27.38,1.41869E-01,-59.37
-115.00,40.00,-16.37,-15.31,-12.80,0.84798,69.12,RIGHT,1.17730E-01,40.54,1.33075E-01,-43.17
-110.00,40.00,-16.33,-15.80,-13.05,0.84347,55.71,RIGHT,1.18238E-01,56.08,1.25758E-01,-24.87
-105.00,40.00,-16.31,-16.20,-13.24,0.81361,46.65,RIGHT,1.18624E-01,73.45,1.20018E-01,-4.83
-100.00,40.00,-16.26,-16.51,-13.37,0.77316,41.71,RIGHT,1.19300E-01,92.10,1.15909E-01,16.58
-95.00,40.00,-16.16,-16.69,-13.41,0.72848,39.23,RIGHT,1.20640E-01,111.47,1.13449E-01,38.99
-90.00,40.00,-15.99,-16.76,-13.35,0.68118,38.07,RIGHT,1.22978E-01,131.15,1.12630E-01,62.05
-85.00,40.00,-15.74,-16.69,-13.18,0.63177,37.62,RIGHT,1.26627E-01,150.86,1.13449E-01,85.56
-80.00,40.00,-15.39,-16.51,-12.90,0.58090,37.49,RIGHT,1.31870E-01,170.53,1.15909E-01,109.38
-75.00,40.00,-14.93,-16.20,-12.51,0.52960,37.51,RIGHT,1.38927E-01,-169.80,1.20016E-01,133.48
-70.00,40.00,-14.39,-15.80,-12.03,0.47901,37.57,RIGHT,1.47901E-01,-149.97,1.25756E-01,157.89
-65.00,40.00,-13.77,-15.31,-11.46,0.42996,37.64,RIGHT,1.58761E-01,-129.85,1.33073E-01,-177.33
-60.00,40.00,-13.11,-14.75,-10.84,0.38290,37.74,RIGHT,1.71356E-01,-109.35,1.41867E-01,-152.18
-55.00,40.00,-12.42,-14.15,-10.19,0.33790,37.85,RIGHT,1.85458E-01,-88.48,1.52015E-01,-126.70
-50.00,40.00,-11.73,-13.52,-9.53,0.29485,38.00,RIGHT,2.00777E-01,-67.33,1.63393E-01,-100.98
-45.00,40.00,-11.06,-12.88,-8.87,0.25363,38.20,RIGHT,2.16939E-01,-46.07,1.75883E-01,-75.23
-40.00,40.00,-10.43,-12.24,-8.23,0.21414,38.47,RIGHT,2.33396E-01,-24.93,1.89357E-01,-49.67
-35.00,40.00,-9.85,-11.61,-7.63,0.17642,38.86,RIGHT,2.49315E-01,-4.15,2.03613E-01,-24.59
-30.00,40.00,-9.37,-11.01,-7.10,0.14064,39.42,RIGHT,2.63474E-01,15.99,2.18279E-01,-0.31
-25.00,40.00,-9.03,-10.45,-6.67,0.10711,40.21,RIGHT,2.74252E-01,35.29,2.32722E-01,22.89
-20.00,40.00,-8.85,-9.97,-6.37,0.07633,41.28,RIGHT,2.79749E-01,53.57,2.45992E-01,44.77
-15.00,40.00,-8.91,-9.60,-6.23,0.04896,42.72,RIGHT,2.78061E-01,70.78,2.56854E-01,65.16
-10.00,40.00,-9.24,-9.36,-6.29,0.02599,44.59,RIGHT,2.67681E-01,86.95,2.63903E-01,83.98
-5.00,40.00,-9.90,-9.30,-6.58,0.00890,46.99,RIGHT,2.47949E-01,102.30,2.65791E-01,101.28
0.00,40.00,-10.96,-9.44,-7.12,0.00000,50.00,LINEAR,2.19455E-01,117.26,2.61536E-01,117.26
-180.00,45.00,-10.13,-10.13,-7.12,0.00000,-45.00,LINEAR,2.41412E-01,122.89,2.41412E-01,-57.11
-175.00,45.00,-11.00,-10.00,-7.46,0.00959,-48.29,RIGHT,2.18500E-01,108.97,2.45181E-01,-69.93
-170.00,45.00,-12.17,-10.04,-7.97,0.03352,-51.96,RIGHT,1.90992E-01,95.95,2.43948E-01,-80.09
-165.00,45.00,-13.58,-10.24,-8.59,0.07467,-55.87,RIGHT,1.62384E-01,83.01,2.38420E-01,-87.80
-160.00,45.00,-15.08,-10.57,-9.25,0.13468,-59.84,RIGHT,1.36546E-01,69.31,2.29609E-01,-93.17
-155.00,45.00,-16.42,-11.00,-9.90,0.21291,-63.68,RIGHT,1.17103E-01,54.47,2.18608E-01,-96.23
-150.00,45.00,-17.26,-11.49,-10.47,0.30637,-67.25,RIGHT,1.06324E-01,39.53,2.06425E-01,-96.99
-145.00,45.00,-17.46,-12.04,-10.94,0.41045,-70.57,RIGHT,1.03849E-01,27.02,1.93879E-01,-95.42
-140.00,45.00,-17.20,-12.61,-11.31,0.52015,-73.80,RIGHT,1.06968E-01,19.13,1.81570E-01,-91.46
-135.00,45.00,-16.76,-13.19,-11.60,0.63075,-77.36,RIGHT,1.12605E-01,16.44,1.69887E-01,-85.08
-130.00,45.00,-16.30,-13.76,-11.84,0.73735,-82.27,RIGHT,1.18663E-01,18.46,1.59063E-01,-76.25
-125.00,45.00,-15.91,-14.31,-12.03,0.83139,88.64,RIGHT,1.24100E-01,24.48,1.49237E-01,-65.01
-120.00,45.00,-15.61,-14.84,-12.19,0.88617,68.73,RIGHT,1.28563E-01,33.86,1.40507E-01,-51.46
-115.00,45.00,-15.37,-15.32,-12.33,0.86588,46.32,RIGHT,1.32082E-01,46.06,1.32952E-01,-35.72
-110.00,45.00,-15.19,-15.74,-12.44,0.81074,36.14,RIGHT,1.34889E-01,60.59,1.26653E-01,-18.03
-105.00,45.00,-15.03,-16.08,-12.52,0.75428,32.01,RIGHT,1.37324E-01,76.98,1.21680E-01,1.38
-100.00,45.00,-14.88,-16.34,-12.54,0.70212,30.28,RIGHT,1.39769E-01,94.78,1.18090E-01,22.23
-95.00,45.00,-14.71,-16.51,-12.50,0.65366,29.70,RIGHT,1.42611E-01,113.59,1.15922E-01,44.25
-90.00,45.00,-14.49,-16.56,-12.39,0.60737,29.75,RIGHT,1.46220E-01,133.06,1.15197E-01,67.18
-85.00,45.00,-14.21,-16.51,-12.20,0.56200,30.13,RIGHT,1.50930E-01,152.96,1.15922E-01,90.82
-80.00,45.00,-13.87,-16.34,-11.92,0.51687,30.66,RIGHT,1.57022E-01,173.14,1.18090E-01,115.02
-75.00,45.00,-13.45,-16.08,-11.56,0.47187,31.24,RIGHT,1.64708E-01,-166.46,1.21679E-01,139.69
-70.00,45.00,-12.97,-15.74,-11.13,0.42726,31.77,RIGHT,1.74108E-01,-145.85,1.26652E-01,164.73
-65.00,45.00,-12.43,-15.32,-10.63,0.38344,32.25,RIGHT,1.85244E-01,-125.01,1.32951E-01,-169.89
-60.00,45.00,-11.85,-14.84,-10.08,0.34081,32.67,RIGHT,1.98040E-01,-103.96,1.40504E-01,-144.27
-55.00,45.00,-11.25,-14.31,-9.51,0.29964,33.04,RIGHT,2.12327E-01,-82.75,1.49235E-01,-118.51
-50.00,45.00,-10.64,-13.76,-8.91,0.26012,33.38,RIGHT,2.27831E-01,-61.50,1.59060E-01,-92.77
-45.00,45.00,-10.04,-13.19,-8.32,0.22238,33.72,RIGHT,2.44124E-01,-40.35,1.69884E-01,-67.22
-40.00,45.00,-9.47,-12.61,-7.75,0.18653,34.10,RIGHT,2.60561E-01,-19.51,1.81567E-01,-42.11
-35.00,45.00,-8.96,-12.04,-7.22,0.15269,34.57,RIGHT,2.76201E-01,0.81,1.93877E-01,-17.69
-30.00,45.00,-8.55,-11.49,-6.77,0.12105,35.17,RIGHT,2.89764E-01,20.41,2.06422E-01,5.78
-25.00,45.00,-8.26,-11.00,-6.40,0.09181,35.96,RIGHT,2.99656E-01,39.10,2.18606E-01,28.07
-20.00,45.00,-8.13,-10.57,-6.17,0.06529,36.98,RIGHT,3.04105E-01,56.74,2.29608E-01,48.98
-15.00,45.00,-8.21,-10.24,-6.10,0.04191,38.32,RIGHT,3.01405E-01,73.29,2.38419E-01,68.36
-10.00,45.00,-8.53,-10.04,-6.21,0.02236,40.04,RIGHT,2.90245E-01,88.76,2.43948E-01,86.15
-5.00,45.00,-9.16,-10.00,-6.55,0.00777,42.23,RIGHT,2.70071E-01,103.30,2.45182E-01,102.40
0.00,45.00,-10.13,-10.13,-7.12,0.00000,45.00,LINEAR,2.41414E-01,117.26,2.41414E-01,117.26
-180.00,50.00,-9.44,-10.96,-7.12,0.00000,-40.00,LINEAR,2.61534E-01,122.89,2.19453E-01,-57.11
-175.00,50.00,-10.24,-10.83,-7.52,0.00834,-43.03,RIGHT,2.38573E-01,110.35,2.22691E-01,-68.70
-170.00,50.00,-11.31,-10.86,-8.07,0.02929,-46.49,RIGHT,2.10744E-01,98.93,2.21999E-01,-77.71
-165.00,50.00,-12.64,-11.03,-8.75,0.06646,-50.33,RIGHT,1.80957E-01,87.96,2.17860E-01,-84.30
-160.00,50.00,-14.12,-11.30,-9.48,0.12317,-54.41,RIGHT,1.52602E-01,76.63,2.10992E-01,-88.57
-155.00,50.00,-15.56,-11.67,-10.19,0.20114,-58.55,RIGHT,1.29231E-01,64.22,2.02204E-01,-90.56
-150.00,50.00,-16.66,-12.11,-10.80,0.29961,-62.56,RIGHT,1.13910E-01,50.87,1.92277E-01,-90.31
-145.00,50.00,-17.13,-12.59,-11.28,0.41526,-66.38,RIGHT,1.07915E-01,38.39,1.81885E-01,-87.80
-140.00,50.00,-16.98,-13.10,-11.61,0.54302,-70.17,RIGHT,1.09745E-01,29.47,1.71557E-01,-83.03
-135.00,50.00,-16.48,-13.62,-11.81,0.67695,-74.51,RIGHT,1.16228E-01,25.63,1.61670E-01,-76.00
-130.00,50.00,-15.88,-14.12,-11.91,0.80919,-81.68,RIGHT,1.24512E-01,26.78,1.52476E-01,-66.72
-125.00,50.00,-15.32,-14.61,-11.94,0.91087,75.43,RIGHT,1.32854E-01,32.17,1.44134E-01,-55.22
-120.00,50.00,-14.84,-15.07,-11.94,0.87689,39.10,RIGHT,1.40448E-01,41.05,1.36743E-01,-41.60
-115.00,50.00,-14.44,-15.49,-11.92,0.79313,29.12,RIGHT,1.47061E-01,52.79,1.30375E-01,-25.97
-110.00,50.00,-14.11,-15.85,-11.88,0.72015,25.75,RIGHT,1.52776E-01,66.86,1.25083E-01,-8.48
-105.00,50.00,-13.82,-16.14,-11.82,0.65928,24.32,RIGHT,1.57844E-01,82.82,1.20915E-01,10.66
-100.00,50.00,-13.57,-16.36,-11.73,0.60748,23.80,RIGHT,1.62600E-01,100.27,1.17908E-01,31.25
-95.00,50.00,-13.31,-16.49,-11.61,0.56188,23.81,RIGHT,1.67414E-01,118.86,1.16091E-01,53.08
-90.00,50.00,-13.05,-16.54,-11.44,0.52016,24.16,RIGHT,1.72654E-01,138.31,1.15484E-01,75.94
-85.00,50.00,-12.75,-16.49,-11.22,0.48061,24.72,RIGHT,1.78666E-01,158.36,1.16091E-01,99.65
-80.00,50.00,-12.41,-16.36,-10.94,0.44208,25.39,RIGHT,1.85750E-01,178.86,1.17907E-01,124.04
-75.00,50.00,-12.03,-16.14,-10.60,0.40397,26.09,RIGHT,1.94146E-01,-160.33,1.20914E-01,148.96
-70.00,50.00,-11.60,-15.85,-10.21,0.36610,26.78,RIGHT,2.04013E-01,-139.30,1.25082E-01,174.28
-65.00,50.00,-11.12,-15.49,-9.77,0.32862,27.41,RIGHT,2.15421E-01,-118.10,1.30373E-01,-160.13
-60.00,50.00,-10.62,-15.07,-9.29,0.29179,27.97,RIGHT,2.28337E-01,-96.82,1.36741E-01,-134.42
-55.00,50.00,-10.09,-14.61,-8.78,0.25595,28.48,RIGHT,2.42607E-01,-75.56,1.44131E-01,-108.72
-50.00,50.00,-9.56,-14.13,-8.26,0.22142,28.94,RIGHT,2.57930E-01,-54.43,1.52474E-01,-83.24
-45.00,50.00,-9.04,-13.62,-7.74,0.18848,29.38,RIGHT,2.73821E-01,-33.58,1.61668E-01,-58.15
-40.00,50.00,-8.55,-13.10,-7.25,0.15735,29.84,RIGHT,2.89557E-01,-13.19,1.71554E-01,-33.69
-35.00,50.00,-8.13,-12.59,-6.80,0.12821,30.36,RIGHT,3.04145E-01,6.57,1.81883E-01,-10.07
-30.00,50.00,-7.79,-12.11,-6.42,0.10124,30.98,RIGHT,3.16318E-01,25.52,1.92275E-01,12.47
-25.00,50.00,-7.56,-11.67,-6.14,0.07657,31.75,RIGHT,3.24584E-01,43.51,2.02202E-01,33.74
-20.00,50.00,-7.49,-11.30,-5.98,0.05439,32.73,RIGHT,3.27363E-01,60.41,2.10990E-01,53.57
-15.00,50.00,-7.60,-11.03,-5.97,0.03498,33.96,RIGHT,3.23186E-01,76.18,2.17859E-01,71.86
-10.00,50.00,-7.93,-10.86,-6.15,0.01879,35.52,RIGHT,3.10963E-01,90.82,2.22000E-01,88.54
-5.00,50.00,-8.53,-10.83,-6.52,0.00664,37.50,RIGHT,2.90256E-01,104.42,2.22692E-01,103.64
0.00,50.00,-9.44,-10.96,-7.12,0.00000,40.00,LINEAR,2.61536E-01,117.26,2.19455E-01,117.26
-180.00,55.00,-8.86,-11.95,-7.12,0.00000,-35.00,LINEAR,2.79665E-01,122.89,1.95824E-01,-57.11
-175.00,55.00,-9.61,-11.83,-7.57,0.00706,-37.73,RIGHT,2.56542E-01,111.80,1.98501E-01,-67.36
-170.00,55.00,-10.61,-11.85,-8.18,0.02480,-40.94,RIGHT,2.28452E-01,102.00,1.98217E-01,-75.13
-165.00,55.00,-11.87,-11.98,-8.91,0.05728,-44.64,RIGHT,1.97726E-01,92.93,1.95276E-01,-80.51
-160.00,55.00,-13.32,-12.21,-9.72,0.10923,-48.76,RIGHT,1.67234E-01,83.83,1.90160E-01,-83.60
-155.00,55.00,-14.85,-12.52,-10.52,0.18507,-53.15,RIGHT,1.40273E-01,73.79,1.83436E-01,-84.45
-150.00,55.00,-16.18,-12.89,-11.22,0.28731,-57.61,RIGHT,1.20348E-01,62.22,1.75674E-01,-83.08
-145.00,55.00,-16.94,-13.31,-11.75,0.41527,-62.02,RIGHT,1.10229E-01,50.01,1.67395E-01,-79.53
